excerpt,post_date,user_name,user_rating,rating_useful,rating_funny,rating_cool,user_status,reviews[].user.id
"Came here after being turned away from Studio 8. That place was lame so I decided to come here with a couple of other friends.

I'm just gonna keep this short and simple. good music, food, and drinks...This was a real pleaser! Why didn't I come here in my College days when I was so much closer to the heart of downtown?? I'd recommend it, check it out!",6/25/2011,Roger C.,3,0,0,1,200,
"This place is pretty hot come Friday and Saturday night....really mixed crowd, good drink at decent prices, and cover charge is never more than $5 if any.  Music is always good here, current hip-hop/r&b, the only downside is that the dance floor is pretty small, but this place is great hangout spot with yr friends as they also have happy hour food deals every single day!",6/14/2011,Deep S.,4,2,0,2,204,
"I always come here whenever my SJ Sharks are playing. When the Sharks play, the wings are always $.55 cents and their happy hour menu is AWESOME.

I love the combo wings as well as the cajun tater tots. I definitely order both of those when I'm watching a Sharks game downtown. Sometimes if I'm going all out, I'll order the sliders (which come with a side of tots or whatever you want) and then my hubby and I split wings for an appetizer.

All that greasy goodness + beer + a good game = A REALLY WONDERFUL TIME.

I admit, when there's a playoff game for any sport, this place gets REALLY packed. And when it gets packed, it can be frustrating getting service started. For me, I can see that all the servers are trying really hard to get to everyone so I just make sure I know what I want. I usually get to order within 10 minutes.

The vibe there is really great though. It's my go-to spot for happy hour on sports game nights and the crowd (especially SJ SHARKS FANS) get really into it and I love it.

If you just want really awesome service and hate sports, DO NOT go here.

This place is the kinda place where people who LOVE sports, beer, and greasy fried food love to kick it and cheer on their sports teams :)",5/18/2011,Enza P.,4,0,0,0,526,
This place is a joke. It used to be an ok spot. Now all I ever see is cholos all over the place. The drinks are all over priced and the bartenders have no basic knowledge of mixology. The bouncers here pretty much run the show and pick and choose who come in. This place is a waste of time and money. I promise you'll have more fun hitting the dive bars. Seriously don't waste your time here.,5/6/2011,Rich T.,1,0,0,0,7,
"I absolutely love this place!! My definite go-to place to watch a San Jose Sharks game!

Must: The sweet chili wings on Shark game nights! $2.75 for 4 wings.  Make sure they're sweet chili, simply divine.  The sweet and spicy sauce will leave you licking your fingers and ordering seconds!

The biggest issue I have (and reason why they didn't receive 5 stars is the pricing for the specialty drinks/shooters).  I ordered three cherry bombs, thinking the price would be around $7-8 dollars per each.   To my surprise, I received the bill and saw that it was well over $10 for each shooter. Disappointment sank in.

Other than that, I love this place! Once again, the wings are cheap on Sharks game nights - around $2.75 for 4 wings! You absolutely cannot beat that.  On one occasion, my total bill was less than a little more than $25 for 12 wings, a pitcher of beer, a glass of beer, and a well drink.  That's pretty damn hard to beat for a location like this in the heart of downtown San Jose.",5/2/2011,Amy L.,4,2,2,2,87,
"this place never lets me down, music is perfect,staff is good and the crowd is usually good.and best of all they make the best pink lemonades! no other place makes it as good as them.",4/30/2011,nicole m.,4,0,0,0,17,
"This is my go to place to catch the SJ Sharks playoff games for a few reasons; the crowd, the tv's and the happy hour menu.  The crowds here are usually a cool during the Sharks games, even when you're rooting for the other team.  I don't know how the crowd is at night, but during the games, I've never seen any issues, other than some light ribbing if you're rooting for the wrong team.

The happy hour menu is awesome.  It's what a happy hour menu should be.  You can actually get some good savings and they don't just have a bunch of stuff you don't like on it.  

You can't really go wrong with any of the sliders and the fries that go with it, but the hidden treasure is the tator tots you can substitute the fries for.  They use a special seasoning salt that makes the tater tots more tasty for all of the salt lovers out there.even when you're rooting for the other team.  I don't know how the crowd is at night, but during the games, I've never seen any issues, other than some light ribbing if you're rooting for the wrong team.",4/18/2011,Joe N.,4,0,0,0,152,
"Mimosas after mimosas!?

It was one of those Sundays. After our trip at Flames ended, my girlfriends and I decided to walk around and ""sober"" up...

Low and behold, we found ourselves here! hahaha.. and they too have bottomless mimosas! I don't recall the price but it was about $12-15. Not bad. Our server was cool, nice and friendly. Been here before at night with all the crazies, during the day it has such a different feel. Overall a very chill vibe on that Sunday afternoon. They had their usual jumbo screen tv up and loud music blasting, but overall a good visit.

Although our plans to sober up didn't go quite as planned, it ended up being a pretty good Sunday. And now we know, after Flames, if you want more mimosas here is the place to be!",4/10/2011,Remy-Anne V.,3,0,0,0,126,
"I like this place a lot during the day/happy hour time. Cool and chill ass place to hangout when you want to have some good food, good beer, and watch some sports. That has never let me down!

As for nightlife, I have never really had a superb time. The music is a hit or miss at times and it seems like a bunch of bitches who try to pick fights for no reason with you come here too. It's a small dance floor...you're bound to bump into people while dancing. It happens. But a lot of bitches here will push you and try to start a fight over it. I've lost count on how many times I've been in that situation.

I like that it's in a central location so I could always pop right over to Tres Gringos or Loft to continue my night out.

Plus the little taco stand out in front makes some pretty damn good tacos and quesadillas. =]",4/5/2011,Susan L.,3,0,0,0,85,
"I used to go here all the time when I was in college at SJSU. It was a great place to go for a good time during happy hour after classes. All the bartenders were pretty chill and would talk to you. We'd always get a few pitchers and some sliders and end up staying the rest of the night.

If you come here on weekdays, you will still get this kind of atmosphere, but it's like stepping into a completely different place over the weekends.

I think as some of the bigger trendy clubs (Vivid/Pearl, Vault, Sabor) closed, the ""trendy"" people who would visit those clubs started heading to Bar and Grill on Thursday, Friday and Saturday nights. We used to fit in with some nicer casual clothes (business casual), but now, I wonder if we'd be let in.

If you get there before 11 (I think?) you don't have to pay a cover charge, but they usually will start to form a line outside after that.

We usually try to get there around 10 so we can get a table and claim some territory. This place will be packed by 11:30. They have some good video-DJs that play a lot of top-40/hip hop music and keep it up beat. But it's really loud so it's hard to talk without yelling into someone's ear.

If it gets to hot by the dance floor, you can go back to the front and either try to get a table outside with the smokers or find a spot on their couches.

I've had a lot of great times at this place and made some good friends, but I am sometimes reluctant to go back to SJBG now.",3/21/2011,Sarah G.,3,1,1,1,14,
"Came here on a Friday night to get some brews after enjoying the South First Fridays Art Walk with some friends. This place is actually not bad. we found a table and ordered a few drinks.

Order:
5 Stellas - $5.50 each
1 Blue Moon - $5.50
2 RPB - $3.00
Total: $40 for 8 pints of beer... not too bad...

Next time we'll come for happy hour ($3.50 for pint on draft) and order a pitcher ($12+).

Music was good tho. We did enjoy the music video mashups that went along with it. Plenty of tvs around to watch them on. So loud that you have to yell in the ear of the person who's sitting next to you when you want to say something!!! LOL!! I came out deaf!!

Overall, pretty cool bar. I would come here again!!!",3/5/2011,JQ V.,3,1,0,0,75,
"First off, kind of mad they didn't allow for my friend's boyfriend to come in because his jeans were too baggy.  Just after we'd been to, The Wagon, The Brit and Cinebar.  So it split us up as a group.  My friends had to use the bathroom, which was disgusting!  Piss on the floor, some crap on the ceilings that were red spots.  YUCK!

Dance floor is popping, literally no room for you to actually dance.  Kind of sad, because they have some good club music.  Bar area is slaughtered with people.  If you are a girl walking from the front of the bar to the back of the bar, you will get your ass slapped by some random guy.  Good luck figuring out who did it, tons of dudes.  So in conclusion, this bar is kind of sleazy and fun because you can possibly dance.",2/7/2011,Michelle C.,2,2,2,1,1232,
"This place is MEHhhhhhhhh, came in here cause there was nowhere else to go really, line for drinks is short mainly because there were not that many people there. Prices are fair but music was pretty mediocre, the crowd here seems to be a mix of different people that were just all bored on a thursday night. Nobody was really dancing and music was a bit too loud, even for me and i love loud music.

it is a nice place to grab drinks with a bunch of friends if you're going to be clubbing or something in the area after to save on drinks, but if you want to have a conversation be prepared to shout since like I said the music is very loud lol.",1/22/2011,Jon T.,2,3,2,1,474,
"Overpriced & overcharged. If you open a tab, make sure you don't end up paying for someone else's drinks. Dance floor is too crowded to move, bathrooms were out of some supplies, music was so loud you can't hear someone yelling in your ear- no joke. At least the music was pretty good with lots of oldies from 10-15 years ago and there was a patio to smoke on.",1/19/2011,Emily C.,1,0,0,0,14,
"This is a relaxed bar, often filled with hyper sports fans, with a good selection of beers and a better selection of sliders.   The prices are decent and the food is better than what you might expect from a sports bar.  I love coming here to watch a football game and make a few new friends in the process.  Also, the bartenders are all really friendly.

They have LOADS of tv's, a projection on each end of the bar, and lots of room for seating.  I have never stuck around long enough to check out the dancing;  I'm a little old and white for all of that.",1/16/2011,Ken B.,4,0,0,0,62,
"I always enjoy coming to this place. I mostly come here just to hang out, have a few drinks, or dance if good music is playing. It can be your typical man jose crowd on occasion, with thugs here and there. But regardless, I still like the overall environment. Bartenders are always nice and attentive. Drinks aren't too too pricey. And when it comes to Friday or Saturday nights, the music playing is usually pretty good. They play your typical top 40 hip-hop or pop hits, and they throw in some old school hip-hop/rap, which I love. This is place is 10x better than Tres Gringos next door",1/7/2011,Erika M.,4,0,0,1,67,
Does anyone remember this place before they turned it all uppity with their solid partition patio and dress codes?  Does anyone remember White Trash Wednesdays where you could get a bucket of PBR for $5 and the best hot wings for 37.5 cents each?  What happened to this place?  :(,12/28/2010,Mark H.,1,0,0,1,50,
"I've been here a couple times. It had not failed on me. The bar was crowded as usual (that's a good sign)

The dance floor are often full. Was up with the ladies though, with her big ol' purse coming out dancing!

Overall this place often gets crowed and cops often hang outside across the street!",12/22/2010,Sidney S.,4,0,0,0,83,
"I've been here several times...usually with co-workers to just chill after work. It usually serves as a stop before we hit another place as their drinks are decently priced. This place can really be a decent one, before it gets overly crowded with people..who eventually become drunk, arrogant bastards.

I commend this place for once hosting a gay night. I thought it was funny when my friend and i stumbled upon this place, as being the only bar open on a weekday. We were wondering why there was a roomfull of men. hence, the gay night. It was a really comfortable experience for me, and i sensed a really not so comfortable one for my friend -and i don't blame the men for staring at him and his undeniably fit physique.",12/10/2010,Monica F.,3,1,1,0,532,
"Went there last night to celebrate a friends birthday, shoulda known by all the security it wasn't the place to be. Had a great time, til some fat chick started pushing and being rude on the dance floor. We tried to get her to stop, the security told us we had to leave, instead of the girl who started it. The security guards were rude pushing and forcing people out, the crowd was ghetto starting more trouble outside. Will never recommend or go there again.",11/21/2010,Bryan B.,1,0,0,0,9,
"Went here last Saturday from a spontaneous decision to end up here after a frustrating incident of hoping to watch a Pacquiao vs Margarito fight at a different sports bar, which we end up not getting in after being told we have to pay $15/person. Hmmm... just a big rip off!

Anyway, this bar wasn't crowded at that time we walk in which was yet 6pm. First thing I noticed: LOTS & LOTS of TVs!!! Though not one was showing the fight which I was so eager to watch. As explained by the nice and friendly server they have to pay like $35 per TV if they show that fight, and knowing they have lots of TVs it may not be worth it. So I guess that kinda solve the mystery why the other place have to charge $15/person on entrance fee.

Food here was good. Quite a few selection of foods in their menu. Price wasn't that bad either. We didnt get to stay here long enough to see a good crowd. But does give me a reason to come back and try it on a real Saturday night out...",11/16/2010,Kathy M.,3,1,0,0,53,
"This is strictly a review for the late hours club here, not the food.

Long line, charges $5 for guys to get in and for what? A big bar, small dance floor and bad remixed hip-hop top 40 type music served with bad drinks.

No thanks.",11/16/2010,Chris O.,1,2,0,`,1182,
"If this bar was in Santana Row, I'd be happier with it. That said, there's little to differentiate it from the competition. Standard bar decor, TVs showing sports, and lots of seating. (Empty seats, too, since everyone was at the Stanford and Sharks games.)

Our bartender was pleasant enough, pouring us shots, shots, and more shots. Shots of magical silver tequila. And shots of something putrid. (They were green.) Thankfully, we left plenty buzzed.

Due to plenty of bar and lounge seating, I'll be back for a happy hour.",11/12/2010,Dave H.,3,16,10,14,2110,
"Looks like the same ol' San Jose Bar and Grill but for sporting events this place is awesome! Went here for the last couple games of the World Series instead of going to DnBs (went there way too many times this past month haha).

Me and the gf havent been there in a year or so, but was very impressed that they had a full menu of all kinds of foods, from specialty salads, sliders, sandwiches and their oh so good combo wings! got some PBR pitchers for only 8 bucks and .55 cent wings! and celebrated the WORLD SERIES victory last night!",11/2/2010,David K.,4,2,1,1,659,
"Been here for a few games. Its actually pretty fun. The workers are fast and attentive even when the place is jammed packed. They have 2 HUGE screens in the front and the back playing the games and a bunch of flat screens lining the bar area. ALSO for select games (usually play offs and sunday football) they have sound! WONDERFUL SOUND! I've been going to the dnb's new sports corner to watch the games but since that tiny little area gets packed fast, Bar and Grill is our next obvious choice!

Food has gotten a lot better here also. They have this spinach/shrimp salad which looks good. I had the appetizer combo which consists of chicken tenders, potato skins, southwestern egg rolls and hot wings. SO GOOD... ALSO the wings have gotten A LOT bigger. I remember for a bit the wings shrunk to these tiny.. mutated wings.. but now they seem to be back to normal haha.

I don't come here at night.. so this review is only for sports events. football, hockey, baseball (GO GIANTS), basketball etccccccc...

This place gets packed though so I suggest coming early!!",11/2/2010,Steph C.,4,2,2,2,648,
"I like this place!

came here on a Friday. wasn't too crowded when we got there, so we enjoyed finding a table and not having to yell during our conversations.

drinks did the job

crowd is a little older than other dtsj bars

music was good that night, I think there were famous DJs that night

I liked watching all the white girls dancing on the bar as the night went on. it was much more crowded and the table dancers were feeding off the energy. one girl looked pretty pro to me, I (along with most everyone else in her area) couldn't stop staring at her perfect stripper moves

can't wait to come again!",10/25/2010,audrey s.,4,1,3,0,70,
"Just a quicky! Wanted to say thanks for letting us watchthe end of the Giants game even though we weren't drinking after our horrible Improv experience tonight. I used to love this place but, since the gf and I quit drinking we haven't been in. The staff was friendly as always and remembered us though it has been more than a year. Such a great place to watch a game! Thanks for a great time guys",10/21/2010,Beks t.,5,0,0,0,6,
"Well I've been around here to barhop.  It's directly across from loft which is the place of choice for me in terms of San Jose.  

All I can say is Eh.  Its decent enough to where if you are with friends you can have a good time.  There are less nasty guys standing around and there are actually people dancing on the dance floor.

Doesn't seem to be a cover usually for girls.  Although, sometimes there has been.

If you're just wandering around downtown San Jose, then you can stop by here for some drink and just a chill time.",10/11/2010,michelle t.,2,0,0,0,251,
"I really don't know why we don't go here more.  We live right across the street, and the tater tots are enough to coax us out of our abode.  Add to that, they've got $2 PBR pints and a whole realm of froo-froo drinks, and I'm sold as a fan.  Did I mention they have big screen TVs in every corner broadcasting any sporting event you would want?  This place is a nice compromise between Cinebar and the Fairmont.  As I said in the opening, I think we need to go here more.",10/7/2010,Ken V.,4,3,0,1,92,
"Came back again tonight and was kinda disappointed that the Shocktops tasted a little watered down.  But the Cajun tater tots made up for them.  I dunno if the Cajun tots are on the happy hour menu, but if they are, I'm getting them next time over the reg or bacon tots.  Also, the french fries that my friend ordered were pretty good too.  Crunchy on the outside and soft on the inside, just the way i like it (that's what he said).  Nice save SJBG.  nice save",9/30/2010,Richard T.,5,1,0,0,271,
"BEST HOT WINGS EVER! and they serve TOTS!

I am a lover of the HOT WINGS and nothing can compare to SJBG's Hot wings OMG! their Sweet Chili sauce is CrAzy!

SJBG has a huge menu and everything is Good to Great and if your sports lover this is a great place to watch NFL or NHL games. Get there early!

and after them games die down the DJ rolls in and then it becomes a night club.

They know how to do it....Serve good Food, Booze and Music and they will come.

Was this review …?",9/29/2010,Steve S.,5,1,0,0,25,
"Decided to give it a try after a bad experience at a neighboring bar (Azucar).  Walked in and after having a seat were greeted by a great waiter with great energy.  Great on tap beer selections.

Got to catch the Giants game on their big screen while we waited for our orders to arrive.

2 of us had the sliders and 2 of us the burgers, of course with amazing tots.  All of us were completely satisfied with our choices.

Will definitely visit again!",9/24/2010,Selena S.,5,0,0,0,5,
"The place is awesome for Sharks games and you want to watch it with friends. Drinks are great and the bartender service is great as well. But here is where my bad review comes from this place and why I said to my self and anyone that I know not to go there anymore and so far I have been successful on this, is because one night after a soccer match my friends and I decided to go and celebrate, first we ate some pizza at 4th street and then we went to this place. Wasn't really drinking much, was mainly there to hang out and have an occasional drink with my team mates and enjoy the night. We ware in the small patio area, when I decided to go to the restroom for the second time in a row, when all the sudden, after I had passed the dance floor and was a few feet from the restroom a couple of security guys grabbed my by the arm and kicked me out from the back door. I ask why and all they said is they didn't like me and to get out of the place. I tried to explain and ask then to at least let me grab my jacket that I had inside with my friends, but since I was too close to the back door and didn't event get a chance to finish asking why I was being kicked out or if I could at least get my jacket. Luckily for me my friends were still at the patio and I was able to reach for my stuff and after I explained to them what had happen they decided to ditch the place and never went back there.",9/21/2010,Marvin L.,1,0,0,0,2,
"Ive only been here once, but had a good time

+1 great music
+1 alot of moving and dancing room
+1 drinks were decently priced
+1 no cover (for girls as far as I know). I'm not sure about guys
+1 no line
+1 alot of places to walk to if you dont want to stay here
+1 no need to dress up ladies. I'll take any place that i can wear flats :)",9/13/2010,Heidi M.,5,0,0,0,254,
I came here for the Keystone II Super Street Fighter 4 tournament and I have to say I had a good time.  There's even a parking lot right next to the joint.  The pricing is slightly more than I would expect but the service was fantastic.  Bartenders make small talk and are pretty damn friendly.  All I had were drinks and a popcorn shrimp appetizer but they were excellent.  A friend of mine bought a round of 3 beers and the bartender ended up pouring us a pitcher.  I'd definitely go back to try more of their menu maybe on a slower day.,9/5/2010,Chris C.,4,0,0,0,276,
"My husband and I were walking around downtown San Jose and wanted a bite to eat.  We decided to grab some burgers from SJ Bar and Grill.  It was around 5 PM during the week, and the place was practically empty.  The food was overpriced for what it was (we didn't order sliders, which is apparently what this place is known for) and I was a little disappointed when our server offered us ranch to go with our fries and then forgot to get it for us.  I also noticed that the bartender and bar backs were talking amongst themselves quite a lot and paid little attention to us.  So, not a totally horrible experience, but not a great one.",8/25/2010,Fionna L.,2,0,0,0,9,
"I always manage to have fun when I'm here.  Strong drinks, good music, no lines, no cover; I can dig it!  I usually stop by for a few drinks and some dancing with friends toward the end of the night.  I haven't been to many bars/clubs in downtown San Jose so maybe once I broaden my horizons my opinion of SJBG will change.  Time to take a step out of my comfort zone :)

Oh, and last time I was here there was an incredibly sweaty Asian man dancing alone like a lunatic.  Keep an eye out for him; he's hilarious ;)",8/23/2010,Janet S.,4,0,1,0,42,
"I had an AWESOME time. Might be biased because I'm still drunk from the night but they have great specials, and Monday was 50cent PBRs and 50cent wings. YUM. The place wasn't too crowded (Lady Gaga night) so our bartender/server was able to chat with us and whatnot, he was super sweet. He even brought us a free round of shots and drank with us. Crowd seemed cool, no one was dancing though, Monday night's probably not that kinda night.

It took me several tries to type this without spelling mistakes. MMM drink specials :)",8/17/2010,Vivian H.,4,3,2,1,1050,
"I've been here a few times on different occasions. Few times I came here with a bunch of friends to drink and a few times I came to simply grab a beer and a bite to eat.

As far as the party scene goes, this place is alright. Nothing spectacular but usually no lines, no cover, and relatively cheap drinks. Other times I went after work to grab a beer with a couple of buddies. The music tends to be a little loud to sit down and talk but the service and food was great. Me and 2 other friends split a pitcher and I had some sort of sliders. I have to say for a midnight snack, they have some pretty good food.

I have to say it is a decent place to swing by, grab some drinks and hang out with friends. I wouldn't really say its a place to do some serious dancing but at least they have music and a dance floor.",8/10/2010,Steven B.,4,0,0,0,8,
"Came in here right after the comedy show at the Improv across the street. Place is not bad, too much guys but i guess thats everywhere nowadays. Kinda weak that guys had to pay cover but oh wells. Music is decent with music videos also playing. Dance floor is small but there isnt much people dancing anyways. Drinks are reasonable (pretty healthy shots). Just way too much cops hanging out in front. Will be back. Quality first visit.",8/9/2010,Frankie L.,3,0,0,0,77,
"Love this place! I feel like a total dude whenever I'm here. You can just chill and have fun with your friends, while watching sports..well, I hardly watch whatevers on their tv when Im here, I just focus on drinking...lol.. price is not bad at all..waiters and bartenders are awesome..even if its a crowded busy night, they make sure everyone gets help. They obviously know how to run a business since they always have enought bartenders to cater to every drunkies needs when it's a busy night. I think they have beer pong on mondays, then they turn one of their areas into a dance floor during TH, FRI & SAT just in case u all wanna dance your night away..they also serve food until 12 so thats always a good thing on my list. . ...4 STARS only cuz there are times they charge u for cover, so thats a no bueno on my list...ONLY CLUBS should charge for cover...eventho i prefer free as well..=p",7/16/2010,SINdeeCAL C.,4,0,0,0,41,
"Stopped by here spontaneously one Saturday night not long ago.

The drinks were good. No complaints there.

It must have been throwback night because the music was ALL from 2002. Not a bad thing, but it was unexpected and I was pleasantly surprised.

But then in came the crowds not long after we arrived. The dance floor soon filled with girls in Bebe shorts and men dancing like frogs in blenders on the outskirts of the dancefloor, trying to muster the courage to go feel up on some wimmenz. Amusing!

Basically, it's your typical Downtown San Jose crowd. Nothing special. I expect there are some random fights on occasion come 'round midnight. Too much ghetto testosterone!

Not necessarily my scene and I totally knew that going in, so I likely won't come back unless it's not planned/not my choice.

Two stars for the drinks and the music.",7/15/2010,Kelly D.,2,1,3,1,155,
"I've come here twice now in the last two weeks. The first was on a Friday with several friends. We had started bar hopping early at 7pm and ended up here by 9pm. It was pretty chill and relax, though at 10pm it started filling up and by 11pm it was packed. We stayed until midnight.

Even with it packed the waitress we had kept coming by regularly and the people who were here were all very chill and out to have a fun time. Every time I went out on the patio to smoke a cigarette I was pulled into a random, but entertaining, conversation with a different group of people.

The second time I came here was during the day on a late lunch break around 2pm. The place was empty except for the bar tender and me, though a couple people came in a little while later. The bar tender, I forget his name, was friendly and we chatted for a bit while I ate and drank.

I'll definitely be back again.

Both times I had jack and cokes, though they have a full bar. The food is what I consider typical bar food ala sliders, cheese steak sandwiches, etc. though tasted great to me as that was what I was in the mood for both times I went.",7/8/2010,Michael H.,4,0,0,1,231,
"too crowded, dirty and hard to get drinks.",7/1/2010,Chris T.,2,0,0,0,307,
"Good place to hangout with friends. Like the decor and the service is okay. This was my first time at this place, so i am giving it 3 stars only.",6/28/2010,Joyce M.,3,0,0,0,138,
"If I could give this place a **3.5** I would. Been here a few different Saturday nights & had fun. It's a good place to go if you're more into the bar type of mood instead of a club. The outside smoking area is kinda tight, but the inside is spacious. Lots of seating! There's also a pretty good amount of space to dance & the music is good. Drinks are decently made, nothing special, BUT I was disappointed that they didn't have all the ingredients to make a liquid cocaine shot. So unfortunate. The crowd was really fun, full of cool people to talk too.",6/25/2010,Ashley Marie L.,3,1,0,0,37,
"This used to be one of my favorite bars in downtown San Jose back in the early 2000s like many other. And then  tres gringos took over for a short while, and now its just a place to get 2.50 bud lights from 4-7.  3 stars for finally learning how to wash towels they use to clean the bar instead of letting them get that nasty dirty old wet towel smell and stank!",6/2/2010,Daniel R.,3,0,0,0,26,
"Came here for dancing with friends. It was easy to get in, and we got three special seats at the bar. :D
Our bartender, Leon, was super awesome! Probably bc one of my friends was super flirty with him. The drinks he made us were delicious and yummy. He also gave us a quick lesson on bar staff hierarchy. So I learned A LOT that night.
Also, another bartender I thought was HOT supplied me with thirst-quenching water throughout the night. He was awesome.
The music was good, dance floor got really crowded at the end of the night. The bouncers were super nice to us, checking to make sure I was ok.
I could have done without the boys on the dance floor stepping on my toes. I'm fragile. please. if you wanna dance with me don't step on my damned feet!
Only negative thing is parking is hard to find. It's too cold for me to walk so far to the car in my dressy top. :P",5/17/2010,Tiffany L.,4,0,0,1,27,
"Pros:
Great bar for sharks fans
nice bartenders
good food and drinks

Cons:
happy hour is limited

I went the other day to watch the Sharks play and that place was poppin'. Everytime the sharks are playing the bar serves 50 cent wings and $2 PBR pints and $6 dollar PBR pitchers. There are TVs everywhere around the bar, except the bathrooms, and you always know how the game is going by the sound of the bar.  This is a great place to go get a cheap buzz and enjoy the sharks in SJ.",5/9/2010,Thomas T.,4,2,2,2,5,
i came out here once and ordered the mini burgers w/ a sides of tater tots... soo good! i love tater tots!,5/7/2010,stephen n.,4,1,0,1,57,
"I'm surprised, actually, that this place only gets 3 stars overall. I think that this place is as good as it gets. This is my go to place during football and hockey season. Good crowd. Hot women. Sports on every single tv. It's got a good mix of stylish sports bar ambiance and party atmosphere.",5/1/2010,M-C R.,5,1,1,1,108,
"50cents 8 ounce tap.
50cents chicken wings.
Old school music.
Sharks winning on 12 screens.

This is a Wednesday night at SJBG.

Just make sure you get them to notice you when you walk in for the best table service.  Minus 1 star for lack of employees. Com'on! Ya'll know there's always people there, why don't you guys hire more people?!",4/29/2010,Yen T.,4,1,1,2,208,
Totally a fan of this place. Love that they have tater tots. The bartender Sam is aewsome. She is on it.,4/28/2010,Ashley L.,4,0,0,0,5,
"The only thing that sets this place apart from other DTSJ bars is their tater tots. I'm serious. Tater tots covered in queso and bacon bits! BEST TOTS E-V-E-R! I don't know what it is, or how they make 'em coz I can never get my tots at home to taste the same, but they are NOM NOM NOM gooood! The Nor-Cal sliders are also a popular pick and really good. Only thing is they only give you two sliders, but that's okay, more room for drinks :)

Besides their delicious bar food, it's a great place to grab some drinks.
The staff is nice & friendly and you get your drinks/food in a reasonable amount of time. I would say SJBG is a good place to go for happy hour, to watch a sports game, Tues nites for karaoke, Wed nites for beer pong, DJs on Thurs-Sat nites... or any random night you feel like drinking! They're open pretty much every day of the week.",4/26/2010,natalie l.,4,3,1,2,187,
"I like this place a lot. They have different happy hour specials everyday which I like. Sometimes the same few appetizers get boring but here every day the food on the happy hour menu is different. I also like the VJ concept. Their are TV's all over playing music videos that have special effects from the VJ which is really cool in my opinion. It adds a visual component to the music . Sometimes on a crowded night you will have to wait a while to get a drink but I guess that's to be expected anywhere on a crowded night. Not much a fan of a cover, but if you get there early or go during the week there is no cover. I also like the little outdoor patio during the week because the don't wheel out the fake walls the put up during the weekend to keep people out.",4/23/2010,Tony S.,4,1,1,1,55,
"I watched the Sharks game here last night and had a blast. There are no shortage of screens to view the game and even a beer pong table for all the party people. The beer was cold and I was pumped by the quality of finger foods on their menu.

The philly sliders are BOMB and the mozarella cheesesticks were hot, crispy and delicious. There were at least four other standard app options that I WILL be trying in the near future.",4/17/2010,Ted K.,5,0,0,0,51,
"Pretty good happy hour! Especially when there is a Shark's game, they still have happy hour, unlike most spots in San Jose on game day. We had the cajun tots, tri-tip panini, and good ol' Jameson. All awesome!  We even got to see the game on the million different tv's they have.",3/26/2010,Emily O.,5,0,0,0,10,
"This place is cheap all the time.  And even more so during happy hour.

Honestly, I wouldn't waste my daily calorie count here unless it was during happy hour.",2/26/2010,Danielle K.,2,1,1,1,15,
"What is it with bars and thinking it's okay to have patrons wait 20+ minutes to order a round of drinks. I came here last night and had to wait what seemed an eternity to get 2 beers and a drink, and then once I ordered my drink they couldn't find the alcohol I wanted.

Pros: Beautiful women, fairly cheap drinks, and decent crowd.

Cons: Wait for a drink, the occasional drunk idiot, and overall decor.",2/26/2010,Kunal K.,2,0,0,0,95,
"whats the deal with tres gringos next door not letting anyone in if their ID has a blue strip on it? the other night, they wouldn't let my roommate in but hes been 21 for a while.. smh

we all leave and are walking past and i was so drunk that i thought the entrance to San Jose Bar and grill was a side door, even though i've been to tres plennnty of times... i drunkenly force my roommate to ""try the ID with the other bouncer instead""
after we get in, i start cheering and cursing tres for that blue-strip bullshit.. and quickly remember that tres only has ONE door..
talk about fail. even though we came here on accident, it was alright. PBRS are cheap, the lounge is solid and they have an outside smoking section like tres. the crowd wasnt my style but the menu seems craccckeeen",2/11/2010,Braden K.,3,0,0,0,292,
"It was fairly unremarkable for the most part, but the service was really friendly and pretty quick. The hostess was able to come up with an accomodation for my food allergy relatively easily so I was happy. They had an ok selection of beers, but nothing terribly special.

I am glad to see REAL businesses popping up downtown in SJC though, its about time.",1/21/2010,Tom S.,4,0,0,1,321,
"Ahhh The SJ B&G what my friends and i fondly refer to as: the meat market!!!  Come see all the ghetto guys and girls try and find drunken love on a dance floor that believes bass is the only important part about music.

This place is probably my least favorite in all of the SJ downtown.  The music is all bass and WAY too loud.  The ""chill"" patio is small and filled to the brim with smokers.

And worst of all... they charge a cover to get into this mess!",1/2/2010,Pawan R.,1,2,3,2,29,
"I didn't hear very good things about this place but decided to go anyway for a friend's birthday.  Definitely a nice place to come and chill and dance.  It's not the fanciest place, more like a sports bar turned nightclub.  Interesting that the bar is an island and I like that they have music videos.  There is seating everywhere including the bar. The back table area transforms into a small dance floor.  Drinks were great.  My friend's friend Sam was one of the bartenders. Hot, attentive, and creative!  She made us each a drink based on what she felt fit out personalities.  I guess they did match. haha.  The drinks were all great too.=)  Music and vibe was nice.  I looked up and was surprised to see a pretty ceiling.",1/2/2010,Cindy D.,4,0,0,0,77,
